cluster_id,PM2.5,PM10,CO,NO2,SO2,O3,pressure,humidity,temperature,wind_speed
0,-0.2573894016088577,-0.1935284030043671,-0.01960830074182206,0.026302848293366623,-0.03196822992956765,-0.09270237194123668,0.0654240079150255,0.4976802895906256,-0.3181236991398203,-0.2738084955319164
1,-0.22847036098604329,-0.16854896898452776,-0.05141272314454066,-0.15552050074425683,-0.05375128788409575,0.03219047104181592,-0.1148118793027506,-0.9556433727382861,0.8636466692296201,0.3562617546045841
2,1.7088064160921386,1.2776403013295272,0.21141195746142694,0.2564011067149715,0.273608211427709,0.3415842479808312,0.24291882596209824,0.03587059348205367,-0.6265572808947406,0.3861551444205878
3,-0.40281452116268734,-0.34615240397646385,-0.04947637787865693,-0.36118414080075734,-0.10644277354711852,-0.06183648131039206,-24.290057110829103,-0.0757729067032894,0.16774934461919902,-0.13294537139381107
